import time: self [us] | cumulative | imported package
import time:     89032 |      89032 |                 pydantic.v1.types
import time:     10005 |     662056 |               pydantic.v1.json
import time:     17597 |     679652 |             pydantic.v1.error_wrappers
import time:     11264 |      11264 |             pydantic.v1.fields
import time:      5616 |       5616 |               pydantic.v1.parse
import time:      4340 |       4340 |               pydantic.v1.schema
import time:      9385 |      19340 |             pydantic.v1.main
import time:      3509 |    1025119 |           pydantic.v1.dataclasses
import time:      8782 |       8782 |           pydantic.v1.annotated_types
import time:    347934 |     347934 |           pydantic.v1.decorator
import time:     31804 |      31804 |           pydantic.v1.env_settings
import time:      5443 |       5443 |           pydantic.v1.tools
import time:      2534 |    1421614 |         pydantic.v1
import time:    391236 |    1812849 |       fastapi_modulo.modulos.web.controladores.backend_auth
import time:      1357 |    1863579 |     fastapi_modulo.modulos.web.controladores
import time:     11456 |    1875035 |   fastapi_modulo.modulos.web.controladores.backend_shell
import time:     12864 |      12864 |     starlette.staticfiles
import time:      2411 |      15274 |   fastapi.staticfiles
import time:      1227 |       1227 |     httpx.__version__
import time:      3231 |       3231 |               urllib.response
import time:      1917 |       5147 |             urllib.error
import time:    181291 |     181291 |             _scproxy
import time:     16833 |     203271 |           urllib.request
import time:     11900 |      11900 |           httpx._exceptions
import time:    239278 |     239278 |             http.cookiejar
import time:     17580 |      17580 |                 httpx._types
import time:      6427 |       6427 |                 httpx._utils
import time:      7863 |      31869 |               httpx._multipart
import time:      8156 |      40025 |             httpx._content
import time:       650 |        650 |                 brotlicffi
import time:       719 |        719 |                 brotli
import time:       371 |        371 |                 zstandard
import time:      1220 |       2958 |               httpx._compat
import time:      2039 |       4997 |             httpx._decoders
import time:      3980 |       3980 |             httpx._status_codes
import time:      4679 |       4679 |                   idna.idnadata
import time:      1249 |       1249 |                   idna.intranges
import time:      5251 |      11177 |                 idna.core
import time:      1741 |       1741 |                 idna.package_data
import time:      3636 |      16552 |               idna
import time:     10788 |      10788 |               httpx._urlparse
import time:      2087 |      29426 |             httpx._urls
import time:      6339 |     324043 |           httpx._models
import time:      5716 |     544928 |         httpx._auth
import time:      1182 |       1182 |                   importlib._adapters
import time:      2832 |       4013 |                 importlib._common
import time:     20152 |      24165 |               importlib.resources
import time:     13572 |      37737 |             certifi.core
import time:    292794 |     330530 |           certifi
import time:      9050 |       9050 |           importlib.readers
import time:      2571 |     342149 |         httpx._config
import time:      1515 |       1515 |               httpx._transports.base
import time:      5365 |       6880 |             httpx._transports.asgi
import time:      2080 |       2080 |                   httpcore._models
import time:      1052 |       1052 |                           httpcore._backends
import time:      2799 |       2799 |                           httpcore._exceptions
import time:      3325 |       3325 |                           httpcore._utils
import time:    112873 |     112873 |                           httpcore._backends.base
import time:      2062 |     122109 |                         httpcore._backends.sync
import time:      2908 |       2908 |                         httpcore._ssl
import time:    146082 |     146082 |                           trio
import time:      1566 |     147647 |                         httpcore._synchronization
import time:     57811 |      57811 |                         httpcore._trace
import time:      1805 |       1805 |                                 h11._abnf
import time:      3374 |       3374 |                                   h11._util
import time:      5461 |       8835 |                                 h11._headers
import time:    129691 |     140330 |                               h11._events
import time:      3891 |       3891 |                                 h11._receivebuffer
import time:     19560 |      19560 |                                 h11._state
